acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp,timestamp_computer,package
392.2119140625,-230.95703125,741.3330078125,127.15625,-102.75,199.828125,382664.3,1728493597006,1893
299.6826171875,-285.2783203125,761.90185546875,117.1875,-115.453125,176.46875,382668.76,1728493597006,1893
232.177734375,-319.27490234375,806.7626953125,110.875,-109.234375,146.453125,382673.22,1728493597007,1893
196.83837890625,-292.3583984375,862.85400390625,115.71875,-91.3125,112.234375,382677.68,1728493597007,1893
192.93212890625,-225.830078125,880.7373046875,112.90625,-66.28125,78.234375,382682.14,1728493597007,1893
215.39306640625,-203.2470703125,926.26953125,84.6875,-39.390625,43.671875,382686.6,1728493597007,1893
262.87841796875,-186.1572265625,975.03662109375,53.265625,-27.5,20.53125,382691.06,1728493597008,1893
314.63623046875,-245.05615234375,950.37841796875,-4.625,-21.25,-3.375,382695.52,1728493597008,1893
366.63818359375,-283.935546875,891.7236328125,-58.453125,-15.046875,-29.6875,382699.98,1728493597008,1893
434.08203125,-274.35302734375,784.5458984375,-89.71875,6.46875,-52.796875,382704.44,1728493597008,1893
505.0048828125,-277.40478515625,700.98876953125,-98.3125,40.140625,-73.90625,382708.9,1728493597009,1893
581.298828125,-301.26953125,641.357421875,-102.75,66.4375,-93.5625,382713.36,1728493597009,1893
659.48486328125,-245.7275390625,586.181640625,-113.3125,74.84375,-103.671875,382717.83,1728493597009,1893
744.140625,-232.72705078125,538.75732421875,-116.5625,73.765625,-105.0,382722.29,1728493597009,1893
817.19970703125,-281.55517578125,497.6806640625,-100.234375,67.625,-108.921875,382726.75,1728493597010,1893
891.845703125,-297.607421875,462.95166015625,-78.6875,58.46875,-111.09375,382731.21,1728493597010,1893
967.59033203125,-297.8515625,449.3408203125,-61.3125,48.4375,-110.734375,382735.67,1728493597010,1893
1031.73828125,-298.15673828125,445.80078125,-46.59375,37.671875,-104.8125,382740.13,1728493597011,1893
1068.17626953125,-288.14697265625,449.76806640625,-32.1875,26.546875,-93.59375,382744.59,1728493597011,1893
1073.73046875,-279.6630859375,462.2802734375,-16.296875,12.890625,-80.71875,382749.05,1728493597011,1893
1042.05322265625,-280.76171875,476.50146484375,-3.125,-2.640625,-68.21875,382753.51,1728493597011,1893
973.32763671875,-284.24072265625,498.53515625,8.34375,-17.125,-59.078125,382757.97,1728493597012,1893
887.75634765625,-320.068359375,533.99658203125,21.703125,-29.59375,-55.859375,382762.43,1728493597012,1893
811.279296875,-355.8349609375,562.19482421875,31.015625,-37.90625,-59.015625,382766.89,1728493597012,1893
760.498046875,-305.35888671875,599.06005859375,29.9375,-37.484375,-62.0,382771.35,1728493597012,1893
727.05078125,-279.6630859375,638.18359375,33.25,-28.171875,-67.953125,382775.81,1728493597013,1893
723.57177734375,-258.85009765625,663.330078125,28.640625,-11.640625,-75.5625,382780.27,1728493597013,1893
916.80908203125,-288.6962890625,707.275390625,-141.8125,-27.5625,-26.828125,382843.0,1728493597230,1894
937.6220703125,-273.92578125,675.78125,-153.03125,-26.78125,-25.203125,382847.46,1728493597230,1894
1082.33642578125,-215.75927734375,575.62255859375,-177.984375,-13.1875,-30.359375,382851.92,1728493597230,1894
1310.36376953125,-299.98779296875,427.79541015625,-211.046875,24.578125,-21.734375,382856.38,1728493597231,1894
1496.09375,-393.798828125,275.20751953125,-238.890625,60.609375,0.90625,382860.84,1728493597231,1894
1548.4619140625,-338.5009765625,193.2373046875,-245.75,64.125,33.015625,382865.3,1728493597231,1894
1480.8349609375,-262.20703125,171.69189453125,-215.640625,31.5625,75.109375,382869.76,1728493597231,1894
1298.2177734375,-238.34228515625,134.09423828125,-160.140625,-22.171875,118.28125,382874.22,1728493597232,1894
1067.9931640625,-249.1455078125,85.99853515625,-105.34375,-78.40625,147.40625,382878.68,1728493597232,1894
831.97021484375,-289.48974609375,52.24609375,-60.875,-125.125,159.15625,382883.14,1728493597232,1894
603.08837890625,-331.1767578125,57.43408203125,-22.265625,-157.78125,155.390625,382887.6,1728493597232,1894
410.7666015625,-347.59521484375,111.81640625,18.046875,-179.53125,134.4375,382892.06,1728493597233,1894
306.57958984375,-346.435546875,180.23681640625,57.0,-187.328125,97.78125,382896.52,1728493597233,1894
311.34033203125,-342.22412109375,259.1552734375,83.78125,-168.984375,55.0,382900.98,1728493597233,1894
401.4892578125,-355.89599609375,355.52978515625,90.84375,-126.25,16.15625,382905.44,1728493597233,1894
539.12353515625,-358.09326171875,446.8994140625,81.828125,-76.625,-13.75,382909.9,1728493597234,1894
687.92724609375,-335.5712890625,521.17919921875,60.734375,-37.90625,-31.875,382914.36,1728493597234,1894
797.54638671875,-312.98828125,588.07373046875,43.734375,-15.78125,-39.3125,382918.83,1728493597234,1894
857.2998046875,-322.998046875,619.384765625,28.015625,-5.640625,-41.734375,382923.29,1728493597234,1894
907.40966796875,-303.8330078125,608.7646484375,4.859375,-7.5,-36.5,382927.75,1728493597235,1894
941.40625,-267.63916015625,552.6123046875,-10.75,-11.40625,-26.59375,382932.21,1728493597235,1894
940.5517578125,-280.09033203125,504.21142578125,-21.4375,-6.9375,-17.484375,382936.67,1728493597235,1894
918.27392578125,-317.56591796875,491.02783203125,-24.765625,4.40625,-11.25,382941.13,1728493597235,1894
902.34375,-332.6416015625,484.19189453125,-29.90625,17.09375,-9.25,382945.59,1728493597236,1894
895.08056640625,-325.74462890625,477.35595703125,-37.65625,33.015625,-8.0625,382950.05,1728493597236,1894
900.20751953125,-320.61767578125,474.79248046875,-46.828125,52.890625,-5.828125,382954.51,1728493597236,1894
895.01953125,-301.6357421875,481.99462890625,-54.21875,71.515625,-4.328125,382958.97,1728493597236,1894
883.97216796875,-286.62109375,484.92431640625,-53.3125,77.140625,-7.515625,382963.43,1728493597237,1894
885.07080078125,-288.39111328125,498.22998046875,-50.734375,73.140625,-10.65625,382967.89,1728493597237,1894
885.19287109375,-298.095703125,509.33837890625,-48.3125,67.4375,-12.53125,382972.35,1728493597237,1894
873.84033203125,-290.83251953125,519.04296875,-46.515625,69.1875,-12.984375,382976.81,1728493597237,1894
850.40283203125,-204.1015625,526.123046875,-46.890625,81.34375,-14.328125,382981.27,1728493597238,1894
811.6455078125,-223.9990234375,312.744140625,2.484375,65.390625,-18.578125,383043.0,1728493597380,1895
831.787109375,-273.681640625,347.96142578125,13.109375,57.296875,-9.859375,383047.46,1728493597380,1895
823.54736328125,-312.5,400.69580078125,26.796875,50.359375,-0.96875,383051.92,1728493597381,1895
804.62646484375,-325.5615234375,460.8154296875,41.203125,45.6875,7.6875,383056.38,1728493597381,1895
786.9873046875,-338.43994140625,532.1044921875,46.390625,42.421875,13.453125,383060.84,1728493597381,1895
777.64892578125,-349.4873046875,597.65625,44.875,40.640625,17.796875,383065.3,1728493597381,1895
771.30126953125,-359.130859375,638.48876953125,35.984375,43.203125,21.640625,383069.76,1728493597382,1895
749.57275390625,-370.9716796875,666.80908203125,21.90625,47.265625,23.140625,383074.22,1728493597382,1895
725.15869140625,-382.62939453125,682.0068359375,10.875,48.359375,21.21875,383078.68,1728493597382,1895
709.228515625,-386.1083984375,682.31201171875,4.3125,45.0,16.5625,383083.14,1728493597382,1895
708.43505859375,-382.75146484375,674.37744140625,1.5625,39.234375,10.09375,383087.6,1728493597382,1895
723.69384765625,-369.68994140625,659.423828125,1.390625,35.0,3.109375,383092.06,1728493597383,1895
746.2158203125,-357.97119140625,644.287109375,1.765625,32.6875,-1.609375,383096.52,1728493597383,1895
769.53125,-338.19580078125,632.2021484375,2.046875,28.296875,-5.484375,383100.98,1728493597383,1895
792.8466796875,-316.10107421875,614.2578125,2.1875,20.96875,-7.71875,383105.44,1728493597383,1895
812.80517578125,-301.94091796875,594.970703125,4.109375,13.15625,-8.390625,383109.9,1728493597384,1895
824.462890625,-286.56005859375,575.98876953125,7.96875,6.859375,-6.640625,383114.36,1728493597384,1895
830.62744140625,-297.30224609375,566.10107421875,11.796875,2.078125,-2.625,383118.83,1728493597384,1895
828.61328125,-311.1572265625,561.8896484375,16.8125,-4.984375,0.71875,383123.29,1728493597384,1895
827.392578125,-292.05322265625,558.10546875,19.6875,-11.234375,5.515625,383127.75,1728493597385,1895
819.7021484375,-299.9267578125,559.9365234375,22.890625,-15.296875,10.75,383132.21,1728493597385,1895
809.99755859375,-310.11962890625,554.931640625,26.515625,-20.0,15.625,383136.67,1728493597385,1895
800.35400390625,-331.6650390625,546.32568359375,29.109375,-27.140625,19.703125,383141.13,1728493597385,1895
792.66357421875,-332.82470703125,537.41455078125,33.65625,-37.34375,22.921875,383145.59,1728493597386,1895
783.8134765625,-325.439453125,531.1279296875,40.03125,-46.4375,25.578125,383150.05,1728493597386,1895
779.541015625,-312.31689453125,523.92578125,46.890625,-51.21875,26.40625,383154.51,1728493597387,1895
780.6396484375,-302.67333984375,523.13232421875,53.015625,-49.640625,26.125,383158.97,1728493597387,1895
782.40966796875,-307.92236328125,540.46630859375,59.25,-47.0625,24.671875,383163.43,1728493597387,1895
784.85107421875,-313.5986328125,570.49560546875,65.28125,-48.421875,22.234375,383167.89,1728493597387,1895
787.53662109375,-313.53759765625,600.89111328125,69.53125,-53.75,19.1875,383172.35,1728493597388,1895
794.37255859375,-315.73486328125,622.802734375,73.859375,-58.671875,15.125,383176.81,1728493597388,1895
805.96923828125,-315.49072265625,643.12744140625,78.015625,-58.3125,10.59375,383181.27,1728493597388,1895
964.9658203125,-259.033203125,598.08349609375,19.03125,-24.75,29.296875,383244.0,1728493597604,1896
943.603515625,-249.0234375,605.1025390625,22.140625,-35.921875,38.4375,383248.46,1728493597605,1896
935.24169921875,-240.17333984375,593.68896484375,24.9375,-45.296875,45.34375,383252.92,1728493597605,1896
934.14306640625,-241.5771484375,567.87109375,27.09375,-50.515625,52.703125,383257.38,1728493597605,1896
923.15673828125,-247.49755859375,545.2880859375,31.421875,-54.46875,61.078125,383261.84,1728493597605,1896
893.12744140625,-258.4228515625,525.146484375,37.078125,-61.609375,70.546875,383266.3,1728493597606,1896
850.5859375,-282.1044921875,511.41357421875,44.109375,-75.078125,79.328125,383270.76,1728493597606,1896
812.56103515625,-306.5185546875,508.7890625,55.484375,-94.546875,86.359375,383275.22,1728493597606,1896
786.56005859375,-320.86181640625,504.2724609375,67.28125,-112.875,92.28125,383279.68,1728493597606,1896
769.47021484375,-318.90869140625,506.4697265625,76.359375,-123.15625,96.0625,383284.14,1728493597607,1896
760.3759765625,-306.15234375,513.12255859375,83.265625,-124.671875,97.34375,383288.6,1728493597607,1896
761.8408203125,-292.66357421875,531.005859375,87.8125,-119.265625,96.734375,383293.06,1728493597607,1896
764.34326171875,-303.64990234375,563.29345703125,90.203125,-111.125,96.265625,383297.52,1728493597607,1896
762.02392578125,-336.85302734375,602.11181640625,91.59375,-104.125,97.046875,383301.98,1728493597608,1896
733.88671875,-386.71875,633.056640625,90.609375,-100.765625,98.9375,383306.44,1728493597608,1896
664.6728515625,-471.74072265625,654.6630859375,84.25,-100.921875,101.78125,383310.9,1728493597608,1896
593.75,-546.44775390625,675.048828125,79.9375,-101.5,98.9375,383315.36,1728493597608,1896
552.490234375,-567.5048828125,699.5849609375,81.84375,-95.734375,87.734375,383319.83,1728493597609,1896
547.05810546875,-530.3955078125,718.56689453125,81.328125,-78.1875,72.34375,383324.29,1728493597609,1896
564.453125,-469.3603515625,730.28564453125,70.609375,-50.125,55.0,383328.75,1728493597609,1896
601.01318359375,-429.0771484375,738.95263671875,51.3125,-22.421875,37.640625,383333.21,1728493597609,1896
650.390625,-410.7666015625,731.4453125,32.0,-4.96875,22.359375,383337.67,1728493597611,1896
694.51904296875,-402.83203125,698.486328125,18.78125,-0.34375,11.296875,383342.13,1728493597611,1896
734.55810546875,-394.04296875,662.17041015625,11.71875,-9.96875,3.921875,383346.59,1728493597611,1896
779.4189453125,-380.06591796875,624.32861328125,13.375,-25.46875,-0.40625,383351.05,1728493597611,1896
825.50048828125,-367.98095703125,588.37890625,21.5,-33.609375,-0.953125,383355.51,1728493597611,1896
853.45458984375,-362.1826171875,569.76318359375,29.03125,-33.921875,1.0625,383359.97,1728493597612,1896
863.76953125,-359.7412109375,570.86181640625,36.015625,-34.59375,3.96875,383364.43,1728493597612,1896
862.548828125,-350.4638671875,580.6884765625,41.796875,-39.296875,7.609375,383368.89,1728493597612,1896
863.28125,-344.66552734375,589.7216796875,47.390625,-47.53125,11.96875,383373.35,1728493597612,1896
862.73193359375,-352.294921875,597.83935546875,50.984375,-54.46875,16.65625,383377.81,1728493597613,1896
864.44091796875,-358.0322265625,605.5908203125,53.9375,-59.3125,20.703125,383382.27,1728493597613,1896
852.84423828125,-363.4033203125,611.2060546875,25.953125,-57.578125,52.734375,383445.0,1728493597855,1897
836.3037109375,-372.9248046875,603.57666015625,22.65625,-64.9375,57.21875,383449.46,1728493597855,1897
815.185546875,-381.53076171875,592.95654296875,23.375,-71.46875,59.15625,383453.92,1728493597855,1897
796.38671875,-384.1552734375,588.134765625,21.1875,-68.859375,60.359375,383458.38,1728493597855,1897
774.23095703125,-386.41357421875,597.2900390625,18.90625,-60.875,59.59375,383462.84,1728493597856,1897
763.427734375,-389.58740234375,605.712890625,14.859375,-52.515625,56.328125,383467.3,1728493597856,1897
769.59228515625,-385.68115234375,611.02294921875,8.890625,-45.0625,51.515625,383471.76,1728493597856,1897
790.771484375,-375.06103515625,609.43603515625,3.609375,-39.8125,47.125,383476.22,1728493597856,1897
804.62646484375,-372.61962890625,597.5341796875,-1.9375,-36.28125,44.0625,383480.68,1728493597857,1897
808.59375,-369.20166015625,583.31298828125,-5.515625,-36.15625,41.859375,383485.14,1728493597858,1897
808.59375,-363.1591796875,564.75830078125,-6.34375,-39.125,39.546875,383489.6,1728493597858,1897
804.26025390625,-363.525390625,543.3349609375,-7.6875,-44.078125,37.921875,383494.06,1728493597858,1897
800.72021484375,-366.51611328125,517.333984375,-7.3125,-48.0625,37.234375,383498.52,1728493597858,1897
787.2314453125,-363.4033203125,487.85400390625,-7.171875,-48.828125,37.515625,383502.98,1728493597859,1897
774.0478515625,-361.99951171875,477.4169921875,-3.015625,-50.09375,36.171875,383507.44,1728493597859,1897
771.6064453125,-368.65234375,459.9609375,5.5625,-51.609375,35.375,383511.9,1728493597859,1897
772.27783203125,-383.48388671875,447.20458984375,10.515625,-51.328125,35.046875,383516.36,1728493597859,1897
771.91162109375,-388.671875,437.92724609375,14.953125,-45.75,34.328125,383520.83,1728493597860,1897
768.85986328125,-390.31982421875,434.26513671875,19.328125,-35.796875,33.390625,383525.29,1728493597860,1897
767.63916015625,-388.18359375,450.3173828125,24.796875,-30.046875,32.3125,383529.75,1728493597860,1897
765.07568359375,-381.9580078125,473.0224609375,30.0625,-33.65625,31.734375,383534.21,1728493597860,1897
761.3525390625,-377.685546875,483.45947265625,34.609375,-38.859375,31.21875,383538.67,1728493597861,1897
751.5869140625,-379.7607421875,488.58642578125,36.765625,-38.203125,30.671875,383543.13,1728493597861,1897
735.7177734375,-383.36181640625,495.42236328125,38.265625,-33.515625,29.078125,383547.59,1728493597861,1897
725.4638671875,-388.36669921875,504.21142578125,38.1875,-28.84375,25.671875,383552.05,1728493597861,1897
721.37451171875,-384.82666015625,506.103515625,37.828125,-27.484375,21.8125,383556.51,1728493597861,1897
728.02734375,-422.4853515625,498.22998046875,39.109375,-25.609375,16.4375,383560.97,1728493597862,1897
732.91015625,-431.09130859375,502.685546875,37.296875,-17.125,12.046875,383565.43,1728493597862,1897
733.88671875,-424.37744140625,518.9208984375,37.25,-9.8125,7.34375,383569.89,1728493597862,1897
739.990234375,-426.8798828125,522.4609375,37.453125,-6.3125,2.453125,383574.35,1728493597862,1897
748.22998046875,-434.99755859375,515.93017578125,34.8125,-1.0625,-1.265625,383578.81,1728493597863,1897
756.28662109375,-433.77685546875,515.9912109375,35.078125,3.03125,-4.265625,383583.27,1728493597863,1897
760.009765625,-425.84228515625,684.63134765625,14.015625,15.59375,-33.734375,383645.0,1728493598005,1898
755.4931640625,-435.36376953125,641.05224609375,-1.953125,18.78125,-32.578125,383649.46,1728493598006,1898
775.81787109375,-419.921875,634.70458984375,-9.5,42.03125,-36.203125,383653.92,1728493598006,1898
812.744140625,-425.1708984375,644.59228515625,-12.4375,57.46875,-37.0625,383658.38,1728493598006,1898
794.49462890625,-433.04443359375,617.73681640625,-22.4375,64.546875,-34.109375,383662.84,1728493598006,1898
789.55078125,-431.884765625,586.7919921875,-24.0625,80.34375,-36.0,383667.3,1728493598007,1898
788.02490234375,-417.96875,580.99365234375,-24.375,103.921875,-37.078125,383671.76,1728493598007,1898
773.8037109375,-397.39990234375,591.85791015625,-26.265625,117.90625,-37.8125,383676.22,1728493598007,1898
761.474609375,-394.22607421875,598.81591796875,-27.21875,113.8125,-39.140625,383680.68,1728493598007,1898
770.8740234375,-397.76611328125,613.76953125,-24.625,92.6875,-40.65625,383685.14,1728493598008,1898
824.70703125,-409.5458984375,634.521484375,-21.546875,56.03125,-40.09375,383689.6,1728493598008,1898
812.07275390625,-423.7060546875,587.70751953125,-26.328125,22.78125,-30.671875,383694.06,1728493598008,1898
748.291015625,-433.4716796875,519.83642578125,-31.1875,28.953125,-28.578125,383698.52,1728493598008,1898
715.02685546875,-436.279296875,496.64306640625,-25.3125,67.203125,-34.140625,383702.98,1728493598009,1898
694.76318359375,-444.9462890625,513.00048828125,-20.40625,103.0625,-41.203125,383707.44,1728493598009,1898
693.115234375,-449.03564453125,561.767578125,-14.140625,118.296875,-48.0625,383711.9,1728493598009,1898
699.03564453125,-403.3203125,602.9052734375,-11.53125,116.296875,-52.84375,383716.36,1728493598009,1898
699.3408203125,-370.9716796875,627.38037109375,-14.875,101.6875,-56.4375,383720.83,1728493598010,1898
708.740234375,-372.4365234375,636.1083984375,-18.84375,75.453125,-60.171875,383725.29,1728493598010,1898
762.14599609375,-375.79345703125,618.34716796875,-17.390625,52.609375,-62.890625,383729.75,1728493598011,1898
854.30908203125,-351.74560546875,654.11376953125,-13.109375,36.8125,-61.5,383734.21,1728493598011,1898
839.53857421875,-383.9111328125,604.67529296875,-18.390625,9.109375,-48.078125,383738.67,1728493598011,1898
752.0751953125,-393.85986328125,526.06201171875,-35.46875,23.90625,-46.0,383743.13,1728493598011,1898
747.37548828125,-381.2255859375,495.17822265625,-22.65625,70.703125,-54.65625,383747.59,1728493598012,1898
767.02880859375,-381.16455078125,525.87890625,-13.296875,104.21875,-59.875,383752.05,1728493598012,1898
784.11865234375,-382.99560546875,581.9091796875,-7.609375,109.5,-58.9375,383756.51,1728493598012,1898
779.96826171875,-368.0419921875,622.00927734375,-7.296875,97.234375,-56.90625,383760.97,1728493598012,1898
782.958984375,-347.10693359375,653.6865234375,-9.609375,78.75,-56.515625,383765.43,1728493598013,1898
822.93701171875,-332.6416015625,683.77685546875,-10.765625,54.515625,-54.640625,383769.89,1728493598013,1898
915.22216796875,-335.693359375,721.13037109375,-10.828125,10.59375,-47.4375,383774.35,1728493598013,1898
830.810546875,-366.8212890625,589.599609375,-28.90625,-31.9375,-28.1875,383778.81,1728493598013,1898
757.14111328125,-364.6240234375,505.18798828125,-35.59375,-2.0,-31.78125,383783.27,1728493598014,1898
698.30322265625,-337.40234375,544.12841796875,18.59375,32.53125,16.015625,383846.0,1728493598230,1899
731.201171875,-349.67041015625,627.50244140625,35.703125,-5.265625,15.78125,383850.46,1728493598231,1899
639.2822265625,-398.25439453125,570.3125,29.65625,-52.84375,18.34375,383854.92,1728493598231,1899
689.8193359375,-394.95849609375,589.66064453125,40.9375,-55.171875,2.296875,383859.38,1728493598231,1899
780.1513671875,-394.04296875,615.72265625,54.53125,-65.390625,5.984375,383863.84,1728493598231,1899
676.69677734375,-389.5263671875,575.13427734375,43.09375,-64.5625,13.90625,383868.3,1728493598231,1899
650.146484375,-368.0419921875,579.4677734375,48.9375,-32.953125,0.109375,383872.76,1728493598232,1899
730.8349609375,-354.06494140625,638.61083984375,53.8125,-11.625,-6.34375,383877.22,1728493598232,1899
750.8544921875,-346.0693359375,663.57421875,54.65625,-35.5,-0.484375,383881.68,1728493598232,1899
713.92822265625,-365.41748046875,631.103515625,49.390625,-58.0625,0.046875,383886.14,1728493598232,1899
748.96240234375,-368.46923828125,629.5166015625,52.9375,-58.796875,-3.375,383890.6,1728493598233,1899
762.20703125,-363.525390625,634.09423828125,54.53125,-61.90625,0.765625,383895.06,1728493598233,1899
744.0185546875,-372.9248046875,624.57275390625,57.53125,-60.484375,1.703125,383899.52,1728493598233,1899
756.16455078125,-372.61962890625,649.90234375,60.9375,-53.125,0.9375,383903.98,1728493598233,1899
766.66259765625,-350.64697265625,677.490234375,62.0625,-56.0625,2.984375,383908.44,1728493598234,1899
768.00537109375,-382.62939453125,692.32177734375,63.0,-64.3125,4.65625,383912.9,1728493598234,1899
771.97265625,-373.53515625,719.90966796875,64.34375,-71.375,6.484375,383917.36,1728493598234,1899
770.44677734375,-361.02294921875,742.1875,62.453125,-89.296875,5.59375,383921.83,1728493598234,1899
785.400390625,-371.88720703125,729.98046875,56.015625,-103.203125,8.515625,383926.29,1728493598234,1899
778.6865234375,-364.31884765625,703.91845703125,48.046875,-102.53125,13.140625,383930.75,1728493598235,1899
764.58740234375,-362.85400390625,654.35791015625,40.3125,-89.796875,13.046875,383935.21,1728493598235,1899
771.17919921875,-366.76025390625,616.2109375,36.78125,-64.328125,11.671875,383939.67,1728493598235,1899
785.64453125,-385.07080078125,600.03662109375,43.03125,-40.46875,12.328125,383944.13,1728493598235,1899
790.71044921875,-393.12744140625,649.0478515625,51.78125,-27.21875,13.640625,383948.59,1728493598236,1899
787.353515625,-374.57275390625,730.1025390625,60.828125,-34.078125,17.171875,383953.05,1728493598236,1899
755.67626953125,-367.24853515625,765.380859375,57.828125,-54.953125,20.515625,383957.51,1728493598236,1899
739.56298828125,-374.755859375,777.77099609375,47.46875,-67.25,18.5625,383961.97,1728493598236,1899
744.140625,-385.009765625,760.31494140625,38.078125,-69.171875,16.015625,383966.43,1728493598237,1899
737.6708984375,-406.494140625,719.6044921875,25.265625,-50.765625,16.796875,383970.89,1728493598237,1899
728.3935546875,-402.4658203125,710.38818359375,18.4375,-22.625,12.359375,383975.35,1728493598237,1899
723.0224609375,-391.17431640625,696.83837890625,14.90625,-8.171875,8.265625,383979.81,1728493598237,1899
734.2529296875,-389.83154296875,689.453125,11.765625,-1.234375,3.5,383984.27,1728493598237,1899
669.189453125,-418.51806640625,663.57421875,40.6875,-13.4375,4.0,384047.0,1728493598381,1900
624.6337890625,-426.33056640625,695.86181640625,33.640625,14.0,0.609375,384051.46,1728493598381,1900
590.087890625,-417.17529296875,739.2578125,26.953125,34.578125,-9.984375,384055.92,1728493598381,1900
601.1962890625,-406.92138671875,778.6865234375,16.40625,39.796875,-21.5625,384060.38,1728493598381,1900
629.45556640625,-405.33447265625,793.51806640625,2.65625,37.328125,-29.96875,384064.84,1728493598382,1900
652.34375,-412.17041015625,780.21240234375,-13.875,36.21875,-36.9375,384069.3,1728493598382,1900
674.49951171875,-415.58837890625,746.09375,-27.296875,38.96875,-43.15625,384073.76,1728493598382,1900
701.84326171875,-415.0390625,707.3974609375,-36.265625,46.984375,-48.234375,384078.22,1728493598382,1900
740.66162109375,-411.31591796875,680.23681640625,-37.390625,59.125,-51.5625,384082.68,1728493598383,1900
765.625,-405.6396484375,671.32568359375,-36.09375,66.140625,-50.75,384087.14,1728493598383,1900
762.6953125,-403.564453125,675.72021484375,-34.171875,61.65625,-48.71875,384091.6,1728493598383,1900
734.2529296875,-406.3720703125,669.5556640625,-35.296875,47.390625,-46.609375,384096.06,1728493598383,1900
710.63232421875,-400.45166015625,643.12744140625,-36.34375,25.875,-46.09375,384100.52,1728493598384,1900
691.89453125,-393.37158203125,606.8115234375,-34.125,10.46875,-46.40625,384104.98,1728493598384,1900
673.583984375,-395.81298828125,587.40234375,-27.046875,10.09375,-48.65625,384109.44,1728493598384,1900
